Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,3,1,2,2736.0,1822,914.0,0.593,1211,25,0.923,0.666
Existing Customer,59,M,0,High School,Married,Less than $40K,Blue,47,6,3,4,1479.0,787,692.0,0.865,2139,70,0.556,0.532
Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,52,5,2,5,17934.0,1578,16356.0,0.593,2005,48,0.778,0.088
Existing Customer,46,M,3,College,Single,$60K - $80K,Blue,36,4,2,3,1621.0,787,834.0,0.551,4719,73,0.738,0.486
Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,39,3,2,4,2720.0,1694,1026.0,0.843,5103,81,0.761,0.623
Attrited Customer,47,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,6,5496.0,0,5496.0,0.548,1913,34,0.308,0.0
Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,36,4,3,2,5773.0,2024,3749.0,0.977,3732,71,0.972,0.351
Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,43,5,1,1,2423.0,1779,644.0,0.503,4035,74,0.805,0.734
Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,42,4,2,4,2224.0,1106,1118.0,0.501,1698,41,0.367,0.497
Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128.0,2517,8611.0,0.8,8526,93,0.661,0.226
Existing Customer,42,F,2,Doctorate,Unknown,Less than $40K,Silver,36,6,1,2,10074.0,1079,8995.0,0.813,3338,65,0.711,0.107
Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42,5,3,2,8856.0,1433,7423.0,0.811,5072,77,0.711,0.162
Attrited Customer,37,M,3,College,Married,$60K - $80K,Blue,19,2,3,4,3100.0,2517,583.0,0.35,694,12,0.2,0.812
Existing Customer,60,F,2,High School,Married,Less than $40K,Blue,36,4,3,2,3460.0,2517,943.0,1.144,1752,34,1.125,0.727
Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,3,7584.0,1834,5750.0,0.818,4783,65,0.667,0.242
